Order;PID;MS Zoning;Lot Frontage;Lot Area;Street;Lot Config;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Exter Qual;Foundation;Total Bsmt SF;Heating;Gr Liv Area;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;TotRms AbvGrd;Fireplaces;Garage Type;Garage Yr Blt;Garage Cars;Garage Area;Pool Area;Fence;Misc Feature;Misc Val;Mo Sold;Yr Sold;SalePrice;SalePrice_log;Lot Area_log;Total Bsmt SF_log;TotalPorchSF;HouseAge;YearsSinceRemodel;IsRenovated;GrLivArea_m2;LotArea_boxcox;SalePrice_boxcox
1440;907187080;RL;93.0;9382;Pave;CulDSac;CollgCr;1Fam;1Story;7;5;1999;2000;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1468.0;GasA;1479;2;0;3;1;6;0;Attchd;1999.0;2.0;577.0;0;NoFence;NoFeature;0;7;2008;191000;12.160028707028767;9.146548238888403;7.292337176173877;25;9;8;1;137.4;17.519837965648197;12.74311310241817
1441;907192130;RL;88.0;12803;Pave;Inside;CollgCr;1Fam;1Story;7;5;2002;2002;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1494.0;GasA;1494;2;0;3;1;6;1;Attchd;2002.0;2.0;530.0;0;NoFence;NoFeature;0;9;2008;221000;12.30591798049989;9.45743479744618;7.3098814858247865;36;6;6;0;138.8;18.556729451679434;12.903302858593092
1442;907194020;RL;80.0;12435;Pave;Inside;CollgCr;1Fam;2Story;7;5;2001;2001;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;963.0;GasA;1792;2;1;3;1;7;1;Attchd;2001.0;2.0;564.0;0;NoFence;NoFeature;0;5;2008;231500;12.352335152508426;9.428270356237505;6.871091294610546;341;7;7;0;166.48;18.457674236121516;12.954307447082893
1443;907196040;RL;75.0;12192;Pave;Inside;CollgCr;1Fam;2Story;7;5;2000;2001;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;928.0;GasA;1823;2;1;3;1;6;0;Attchd;2000.0;2.0;626.0;0;NoFence;Shed;4500;5;2008;235000;12.367340793126296;9.408535277926427;6.834108738813838;36;8;7;1;169.36;18.390857161477918;12.970799968858863
1444;907196050;RL;68.0;11250;Pave;Inside;CollgCr;1Fam;2Story;7;5;2001;2002;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;920.0;GasA;1786;2;1;3;1;6;1;Attchd;2001.0;2.0;608.0;0;NoFence;NoFeature;0;9;2008;223500;12.31716669303576;9.328123407632566;6.825460036255307;42;7;6;1;165.92;18.120364987495062;12.915661621773607
1445;907200110;RL;0.0;9200;Pave;CulDSac;CollgCr;1Fam;1Story;5;6;1975;1980;Hip;CompShg;VinylSd;VinylSd;TA;CBlock;938.0;GasA;938;1;0;3;1;5;0;Detchd;1977.0;1.0;308.0;0;MnPrv;NoFeature;0;7;2008;130250;11.777210959615614;9.126958763037132;6.844815479208263;0;33;28;1;87.14;17.455889116847903;12.323618896414263
1446;907201060;RL;65.0;8385;Pave;Inside;CollgCr;1Fam;SLvl;5;8;1977;1977;Gable;CompShg;HdBoard;HdBoard;Gd;CBlock;985.0;GasA;985;2;0;3;1;6;0;Attchd;1977.0;1.0;328.0;0;NoFence;NoFeature;0;11;2008;149900;11.917723684090689;9.034199674257309;6.893656354602635;0;31;31;0;91.51;17.155274637782135;12.47745108488073
1447;907202010;RL;69.22;12250;Pave;Inside;CollgCr;1Fam;1Story;5;6;1978;1978;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;864.0;GasA;1174;1;0;3;1;5;0;Attchd;1978.0;2.0;528.0;0;NoFence;NoFeature;0;5;2008;158000;11.970350312009105;9.413281215972873;6.762729506931879;280;30;30;0;109.07;18.40690989868311;12.535108833957437
1448;907202160;RL;69.22;10970;Pave;Inside;CollgCr;1Fam;SLvl;6;6;1978;1978;Gable;CompShg;Plywood;HdBoard;TA;CBlock;940.0;GasA;1026;1;0;3;1;5;0;Detchd;1981.0;2.0;576.0;0;MnPrv;NoFeature;0;10;2008;147000;11.898187865760873;9.302919553269277;6.846943139585379;34;30;30;0;95.32;18.03616150425118;12.456053539181905
1449;907202190;RL;69.22;9216;Pave;Inside;CollgCr;1Fam;1Story;5;6;1975;1975;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1076.0;GasA;1076;1;1;3;1;5;1;Detchd;1985.0;2.0;576.0;0;MnPrv;NoFeature;0;9;2008;143195;11.87196261669798;9.128696382935672;6.981934677156389;0;33;33;0;99.96;17.461554934938547;12.427334095903774
1450;907202240;RL;40.0;14330;Pave;CulDSac;CollgCr;1Fam;1Story;5;6;1975;2001;Gable;CompShg;Plywood;Wd Sdng;TA;CBlock;864.0;GasA;1558;2;0;2;1;5;0;Attchd;1975.0;2.0;440.0;0;NoFence;NoFeature;0;8;2008;163000;12.0015054797889;9.570110520822217;6.762729506931879;466;33;7;1;144.74;18.942959325272387;12.569253376895626
1451;907203090;RL;88.0;7990;Pave;Inside;CollgCr;1Fam;1Story;5;6;1975;1975;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;924.0;GasA;924;1;0;3;1;5;0;Detchd;1981.0;1.0;280.0;0;MnPrv;NoFeature;0;4;2008;110000;11.608235644774552;8.98594603876032;6.829793737512425;0;33;33;0;85.84;17.000315712302395;12.138844788534543
1452;907227050;RL;60.0;7180;Pave;Inside;CollgCr;1Fam;1Story;5;7;1972;1972;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;864.0;GasA;864;1;0;3;1;5;0;Detchd;1989.0;1.0;352.0;0;NoFence;NoFeature;0;5;2008;127000;11.751942365440728;8.87905466204227;6.762729506931879;0;36;36;0;80.27;16.66047949577018;12.295972569352006
1453;907227300;RL;60.0;7200;Pave;Inside;CollgCr;1Fam;1Story;5;7;1972;1972;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;780.0;GasA;780;1;0;2;1;4;0;Detchd;1973.0;1.0;352.0;0;MnPrv;NoFeature;0;1;2008;124900;11.73526869611367;8.881836305004146;6.660575149839686;0;36;36;0;72.46;16.669263602004957;12.27773285954662
1454;907250020;RL;75.0;9742;Pave;Inside;CollgCr;1Fam;1Story;8;5;2002;2002;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1777.0;GasA;1795;2;0;3;1;7;1;Attchd;2002.0;2.0;534.0;0;NoFence;NoFeature;0;9;2008;230000;12.345834587905333;9.184201714366488;7.48324441607385;159;6;6;0;166.76;17.643212304903635;12.947163340827338
1455;907251090;RL;75.0;9473;Pave;Inside;CollgCr;1Fam;2Story;8;5;2002;2002;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1128.0;GasA;2031;2;1;3;1;7;1;Attchd;2002.0;2.0;577.0;0;NoFence;NoFeature;0;3;2008;237000;12.375815420117268;9.156200925875535;7.029087564149662;211;6;6;0;188.69;17.551408379403025;12.980115166894294
1456;907253060;RL;69.22;10316;Pave;Inside;CollgCr;1Fam;2Story;7;5;2000;2000;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;992.0;GasA;1865;2;1;3;1;7;1;Attchd;2000.0;3.0;839.0;0;NoFence;NoFeature;0;6;2008;235000;12.367340793126296;9.241451367001236;6.900730664045173;184;8;8;0;173.26;17.831951306497803;12.970799968858863
1457;907253110;RL;69.22;10400;Pave;Inside;CollgCr;1Fam;2Story;7;5;2001;2001;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1257.0;GasA;2161;2;1;3;1;8;1;Attchd;2001.0;2.0;570.0;0;NoFence;NoFeature;0;6;2008;230500;12.348006141418841;9.249561085129464;7.1372784372603855;84;7;7;0;200.76;17.858800505920197;12.94954983389347
1458;907254020;RL;73.0;9066;Pave;Inside;CollgCr;1Fam;2Story;8;5;1999;2000;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1004.0;GasA;1852;2;1;3;1;7;2;Attchd;1999.0;3.0;660.0;0;GdPrv;NoFeature;0;12;2008;230000;12.345834587905333;9.112286431500795;6.912742820493176;106;9;8;1;172.06;17.408098170460285;12.947163340827338
1459;907254090;RL;75.0;11404;Pave;Inside;CollgCr;1Fam;2Story;7;5;1998;1999;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1153.0;GasA;2031;2;1;3;1;8;1;Attchd;1998.0;2.0;541.0;0;NoFence;NoFeature;0;7;2008;222500;12.312682380588432;9.341719450032562;7.050989447068045;84;10;9;1;188.69;18.16590219923583;12.910734658955121
1460;907255020;RL;69.22;9240;Pave;Inside;CollgCr;1Fam;2Story;8;5;2001;2002;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1055.0;GasA;2263;2;1;3;1;7;1;BuiltIn;2001.0;2.0;905.0;0;NoFence;NoFeature;0;9;2008;287000;12.567237494741757;9.131297164635729;6.962243464266207;234;7;6;1;210.24;17.470037627620584;13.190684619891393
1461;907255030;RL;0.0;9720;Pave;CulDSac;CollgCr;1Fam;2Story;9;5;2001;2002;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1357.0;GasA;1947;2;1;3;1;7;1;BuiltIn;2001.0;3.0;725.0;0;NoFence;NoFeature;0;1;2008;274000;12.520883385370206;9.181940897454485;7.213768308118642;116;7;6;1;180.88;17.635787588025337;13.139665571354518
1462;907255060;RL;0.0;14860;Pave;CulDSac;CollgCr;1Fam;1Story;8;5;2002;2003;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1778.0;GasA;1786;2;0;3;1;6;1;Attchd;2002.0;3.0;715.0;0;NoFence;NoFeature;0;6;2008;300000;12.611537753638338;9.60642831827175;7.483806687665835;35;6;5;1;165.92;19.06865516948027;13.23946002178159
1463;907260010;RL;0.0;11250;Pave;Corner;CollgCr;1Fam;2Story;8;5;2002;2002;Gable;CompShg;CemntBd;CmentBd;Gd;PConc;1128.0;GasA;2290;2;1;4;1;9;1;Attchd;2002.0;2.0;779.0;0;NoFence;NoFeature;0;5;2008;255900;12.45254202214788;9.328123407632566;7.029087564149662;0;6;6;0;212.75;18.120364987495062;13.06447950396924
1464;907262030;RL;65.0;8158;Pave;Inside;CollgCr;1Fam;2Story;7;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;884.0;GasA;1768;2;1;3;1;8;0;Attchd;2003.0;2.0;543.0;0;NoFence;NoFeature;0;7;2008;224900;12.323411137947407;9.006754319877503;6.785587645007929;63;5;5;0;164.25;17.067019498674732;12.922522742602345
1465;907262060;RL;41.0;10905;Pave;CulDSac;CollgCr;1Fam;2Story;7;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1129.0;GasA;2327;2;1;4;1;9;1;BuiltIn;2003.0;2.0;596.0;0;NoFence;NoFeature;0;8;2008;240000;12.388394202324129;9.29697667863573;7.029972911706386;57;5;5;0;216.19;18.01634697737389;12.993942710759493
1466;907262070;RL;72.0;7226;Pave;CulDSac;CollgCr;1Fam;2Story;7;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;798.0;GasA;1640;2;1;3;1;6;0;Attchd;2003.0;2.0;595.0;0;NoFence;NoFeature;0;6;2008;183000;12.117241431823558;8.885440911707585;6.683360945766275;45;5;5;0;152.36;16.680651239893628;12.696165566597838
1467;907265100;RL;96.0;11690;Pave;Inside;CollgCr;1Fam;2Story;8;5;1999;2000;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;850.0;GasA;1764;2;1;3;1;7;1;Attchd;1999.0;2.0;560.0;0;NoFence;NoFeature;0;6;2008;207000;12.240474072247506;9.366489054466115;6.7464121285733745;29;9;8;1;163.88;18.24906936114037;12.831421856937784
1468;907285080;RL;70.0;8750;Pave;Inside;CollgCr;1Fam;2Story;7;5;1994;1995;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;915.0;GasA;1908;2;1;4;1;8;1;Attchd;1994.0;2.0;493.0;0;NoFence;NoFeature;0;7;2008;210000;12.254862809699606;9.07680897935166;6.82001636467413;133;14;13;1;177.26;17.29291497048743;12.84722279351664
1469;907290150;RM;37.0;4435;Pave;Inside;CollgCr;TwnhsE;1Story;6;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;848.0;GasA;848;1;0;1;1;3;0;Attchd;2003.0;2.0;420.0;0;NoFence;NoFeature;0;3;2008;136500;11.824079893607152;8.39728289474368;6.744059186311348;0;5;5;0;78.78;15.18584832922369;12.374912260177782
1470;907290250;RM;69.22;4426;Pave;Inside;CollgCr;TwnhsE;1Story;6;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;848.0;GasA;848;1;0;1;1;3;0;Attchd;2004.0;2.0;420.0;0;NoFence;NoFeature;0;2;2008;145000;11.884489021402711;8.395251520610994;6.744059186311348;0;4;4;0;78.78;15.179823314549433;12.44105112610666
1471;907295020;RL;75.0;13125;Pave;Inside;CollgCr;1Fam;1Story;6;5;1997;1998;Gable;CompShg;VinylSd;VinylSd;TA;PConc;1478.0;GasA;1493;2;0;3;1;7;1;Attchd;1997.0;2.0;508.0;0;NoFence;NoFeature;0;4;2008;208900;12.249610947544657;9.482274087459825;7.2991214627108;39;11;10;1;138.7;18.641390035303967;12.841455279924892
1472;907295100;RM;83.0;10126;Pave;Corner;CollgCr;Duplex;SFoyer;6;5;1997;1998;Gable;CompShg;VinylSd;VinylSd;TA;PConc;1838.0;GasA;1838;2;0;2;2;8;0;Attchd;1998.0;3.0;721.0;0;NoFence;NoFeature;0;7;2008;185000;12.128111104060462;9.222861652529854;7.516977224604321;67;11;10;1;170.76;17.77051180866319;12.708090655841389
1473;907405020;RL;70.0;9135;Pave;Inside;CollgCr;1Fam;1Story;7;5;2002;2003;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1536.0;GasA;1536;2;0;3;1;7;0;Attchd;2002.0;2.0;532.0;0;NoFence;NoFeature;0;12;2008;214000;12.273731294003989;9.119868468812108;7.337587743538596;74;6;5;1;142.7;17.43278316328599;12.86794578082033
1474;907405140;RL;65.0;8450;Pave;Inside;CollgCr;1Fam;2Story;7;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;856.0;GasA;1710;2;1;3;1;8;0;Attchd;2003.0;2.0;548.0;0;NoFence;NoFeature;0;2;2008;208500;12.247694320220994;9.041921720351219;6.75343791859778;61;5;5;0;158.86;17.180162762140984;12.839350527182393
1475;907412040;RL;75.0;9750;Pave;Inside;CollgCr;1Fam;1Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1445.0;GasA;1445;2;0;3;1;6;0;Attchd;2004.0;2.0;470.0;0;NoFence;NoFeature;0;6;2008;186500;12.136186518066006;9.185022563991893;7.27655640271871;35;4;4;0;134.24;17.64590858345463;12.716950813158766
1476;907412070;RL;65.0;8450;Pave;Inside;CollgCr;1Fam;1Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1436.0;GasA;1436;2;0;3;1;8;0;Attchd;2004.0;2.0;484.0;0;NoFence;NoFeature;0;4;2008;210000;12.254862809699606;9.041921720351219;7.270312886079025;98;4;4;0;133.41;17.180162762140984;12.84722279351664
1477;907412080;RL;64.0;8320;Pave;Inside;CollgCr;1Fam;2Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;770.0;GasA;1582;2;1;3;1;6;0;Attchd;2004.0;2.0;520.0;0;NoFence;NoFeature;0;9;2008;185900;12.132964173709535;9.026417533815254;6.647688373563329;45;4;4;0;146.97;17.130217993926728;12.713415265942247
1478;907412090;RL;85.0;11049;Pave;Corner;CollgCr;1Fam;1Story;8;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1234.0;GasA;1234;2;0;3;1;7;0;Attchd;2007.0;2.0;484.0;0;NoFence;NoFeature;0;1;2008;179900;12.100156419938624;9.310095205113175;7.118826249062078;30;1;1;0;114.64;18.060106643411782;12.677423646919372
1479;907418010;RL;85.0;11058;Pave;Corner;CollgCr;1Fam;1Story;7;6;2007;2007;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1564.0;GasA;1564;2;0;3;1;6;0;Attchd;2007.0;3.0;814.0;0;NoFence;NoFeature;0;2;2008;218836;12.2960778698166;9.310909426897878;7.355641102974253;24;1;1;0;145.3;18.062825106034197;12.892492572945576
1480;907418040;RL;74.0;9627;Pave;Inside;CollgCr;1Fam;1Story;7;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1351.0;GasA;1361;2;0;3;1;6;0;Attchd;2007.0;2.0;610.0;0;NoFence;NoFeature;0;6;2008;193000;12.170445467887022;9.172326929777967;7.20934025660291;50;1;1;0;126.44;17.60423875523124;12.754545022448967
1481;907420080;RL;63.0;8199;Pave;Inside;CollgCr;1Fam;2Story;7;5;2005;2005;Gable;CompShg;WdShing;Wd Shng;Gd;PConc;728.0;GasA;1456;2;1;3;1;7;1;Attchd;2005.0;2.0;410.0;0;NoFence;NoFeature;0;10;2008;189000;12.14950229404178;9.011767474596178;6.591673732008658;18;3;3;0;135.27;17.083116734459615;12.73156176885984
1482;907425010;RM;69.22;4426;Pave;Inside;CollgCr;TwnhsE;1Story;6;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;848.0;GasA;848;1;0;1;1;3;1;Attchd;2004.0;2.0;420.0;0;NoFence;NoFeature;0;5;2008;149300;11.913712983527281;8.395251520610994;6.744059186311348;0;4;4;0;78.78;15.179823314549433;12.47305791129623
1483;907425015;RM;69.22;4426;Pave;Inside;CollgCr;TwnhsE;1Story;6;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;848.0;GasA;848;1;0;1;1;3;1;Attchd;2004.0;2.0;420.0;0;NoFence;NoFeature;0;5;2008;141000;11.856515169360305;8.395251520610994;6.744059186311348;0;4;4;0;78.78;15.179823314549433;12.410420188632433
1484;907425030;RM;69.22;4438;Pave;Inside;CollgCr;TwnhsE;1Story;6;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;848.0;GasA;848;1;0;1;1;3;1;Attchd;2004.0;2.0;420.0;0;NoFence;NoFeature;0;1;2008;149000;11.911701584927597;8.39795910349254;6.744059186311348;0;4;4;0;78.78;15.187854302331422;12.47085475011022
1485;907425035;RM;69.22;4438;Pave;Inside;CollgCr;TwnhsE;1Story;6;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;848.0;GasA;848;1;0;1;1;4;1;Attchd;2004.0;2.0;420.0;0;NoFence;NoFeature;0;6;2008;144500;11.881034786534624;8.39795910349254;6.744059186311348;0;4;4;0;78.78;15.187854302331422;12.437268437610488
1486;908102030;RL;67.0;8777;Pave;Inside;Edwards;1Fam;1Story;5;7;1910;1950;Gable;CompShg;MetalSd;Wd Sdng;TA;CBlock;796.0;GasA;796;1;0;2;1;4;0;NoGarage;0.0;0.0;0.0;0;MnPrv;NoFeature;0;5;2008;85000;11.350406535472453;9.079889942592118;6.680854678790215;164;98;58;1;73.95;17.302896841149686;11.857368782684025
1487;908102040;RL;67.0;8777;Pave;Inside;Edwards;Duplex;1.5Fin;5;7;1900;2003;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1272.0;GasA;2200;2;2;4;2;9;0;NoGarage;0.0;0.0;0.0;0;GdPrv;NoFeature;0;9;2008;145900;11.890676734510876;9.079889942592118;7.149131598557407;70;108;5;1;204.39;17.302896841149686;12.44782746143931
1488;908102140;RL;75.0;9825;Pave;Inside;Edwards;1Fam;1Story;5;5;1966;1966;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;1092.0;GasA;1092;1;0;3;1;6;0;Attchd;1966.0;1.0;264.0;0;MnPrv;NoFeature;0;4;2008;123000;11.719939634354555;9.192685436737461;6.996681488176539;161;42;42;0;101.45;17.671092967113122;12.26096609783385
1489;908102260;RL;75.0;9937;Pave;Inside;Edwards;1Fam;1Story;5;6;1965;1965;Gable;CompShg;HdBoard;HdBoard;Gd;CBlock;1256.0;GasA;1256;1;1;3;1;6;0;Attchd;1965.0;1.0;276.0;0;NoFence;NoFeature;0;6;2008;147500;11.901583454762012;9.204020443231363;7.136483208590247;68;43;43;0;116.69;17.708391838020432;12.459772492106522
1490;908103260;RL;64.0;12102;Pave;Inside;Edwards;1Fam;SFoyer;5;5;1976;1976;Gable;CompShg;HdBoard;Plywood;TA;CBlock;456.0;GasA;1033;1;0;3;1;6;0;BuiltIn;1976.0;2.0;504.0;0;NoFence;NoFeature;0;4;2008;165000;12.013700752882718;9.401126007182267;6.124683390894205;0;32;32;0;95.97;18.36581563904118;12.582621015517095
1491;908103280;RL;65.0;6500;Pave;Inside;Edwards;1Fam;1Story;6;6;1976;1976;Hip;CompShg;HdBoard;Plywood;TA;CBlock;1127.0;GasA;1127;1;1;3;1;6;1;Detchd;1991.0;2.0;480.0;0;NoFence;NoFeature;0;5;2008;135000;11.813030057420567;8.779557455883728;7.028201432058005;138;32;32;0;104.7;16.348350416673437;12.362817663265616
1492;908127120;RL;63.0;13907;Pave;Inside;Edwards;1Fam;1Story;5;6;1940;1969;Gable;CompShg;WdShing;Wd Shng;TA;CBlock;996.0;GasA;996;1;0;3;1;6;1;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;7;2008;108000;11.589886506106357;9.540147589478611;6.904750769961838;0;68;39;1;92.53;18.839701749723705;12.118794410731935
1493;908128050;RL;90.0;10012;Pave;Inside;Edwards;1Fam;SFoyer;4;5;1972;1972;Gable;CompShg;Plywood;Plywood;TA;CBlock;1138.0;GasA;1181;2;0;3;1;6;0;Detchd;1974.0;2.0;588.0;0;MnPrv;NoFeature;0;4;2008;137500;11.831379196088763;9.211539652551664;7.037905963447182;180;36;36;0;109.72;17.73316470114562;12.382902271194876
1494;908128110;RL;60.0;6931;Pave;Inside;Edwards;1Fam;2Story;7;5;2003;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;746.0;GasA;1656;2;1;3;1;7;1;BuiltIn;2003.0;2.0;397.0;0;NoFence;NoFeature;0;7;2008;165400;12.016122061571728;8.843759381917984;6.616065185132817;128;5;4;1;153.85;16.54929542630518;12.585275239621655
1495;908151040;RL;0.0;9638;Pave;CulDSac;Edwards;1Fam;SLvl;6;6;1977;1977;Hip;CompShg;Plywood;Plywood;TA;CBlock;1029.0;GasA;1117;1;0;3;1;6;1;Attchd;1977.0;2.0;542.0;0;NoFence;NoFeature;0;11;2008;147000;11.898187865760873;9.173468897200278;6.937314081223682;0;31;31;0;103.77;17.60798413717298;12.456053539181905
1496;908152110;RL;72.0;7200;Pave;Inside;Edwards;1Fam;2Story;6;7;1976;2001;Hip;CompShg;Plywood;Plywood;TA;CBlock;684.0;GasA;1398;1;1;3;1;6;1;Attchd;1976.0;2.0;440.0;0;MnPrv;NoFeature;0;2;2008;160500;11.986049221552207;8.881836305004146;6.529418838262226;0;32;7;1;129.88;16.669263602004957;12.552313056015539
1497;908152270;RL;60.0;7024;Pave;Inside;Edwards;1Fam;1Story;4;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;TA;PConc;1132.0;GasA;1132;1;1;2;1;5;0;Attchd;2005.0;2.0;451.0;0;NoFence;NoFeature;0;6;2008;176000;12.078239274020289;8.857088135314953;7.0326242610280065;64;3;3;0;105.17;16.591222783871967;12.653384555663667
1498;908154080;RL;123.0;47007;Pave;Inside;Edwards;1Fam;1Story;5;7;1959;1996;Gable;CompShg;Plywood;Plywood;TA;Slab;0.0;GasA;3820;3;1;5;1;11;2;Attchd;1959.0;2.0;624.0;0;NoFence;NoFeature;0;7;2008;284700;12.559191273266128;10.758051805772519;0.0;372;49;12;1;354.89;23.377055739785906;13.181827354002426
1499;908154235;RL;313.0;63887;Pave;Corner;Edwards;1Fam;2Story;10;5;2008;2008;Hip;ClyTile;Stucco;Stucco;Ex;PConc;6110.0;GasA;5642;2;1;3;1;12;3;Attchd;2008.0;2.0;1418.0;480;NoFence;NoFeature;0;1;2008;160000;11.982929094215963;11.064871176788817;8.717845704894916;292;0;0;0;524.16;24.637497276989762;12.548893586390399
1500;908186040;RM;35.0;3675;Pave;Inside;Edwards;TwnhsE;SLvl;6;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;TA;PConc;547.0;GasA;1072;1;0;2;1;5;0;Basment;2005.0;2.0;525.0;0;NoFence;NoFeature;0;6;2008;148000;11.904967552746252;8.209308411646937;6.306275286948016;28;3;3;0;99.59;14.634977837947527;12.463478955760811
1501;908201100;RL;65.0;6040;Pave;Inside;Edwards;Duplex;1Story;4;5;1955;1955;Gable;CompShg;AsbShng;Plywood;TA;PConc;0.0;GasA;1152;2;0;2;2;6;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;6;2008;82000;11.314474526246391;8.706159290928861;0.0;0;53;53;0;107.02;16.120659476623768;11.818185280791552
1502;908201110;RL;65.0;6012;Pave;Corner;Edwards;Duplex;1Story;4;5;1955;1955;Gable;CompShg;AsbShng;Plywood;TA;PConc;0.0;GasA;1152;2;0;2;2;6;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;6;2008;82000;11.314474526246391;8.701512750872865;0.0;0;53;53;0;107.02;16.10631799025981;11.818185280791552
1503;908201120;RL;92.0;12108;Pave;Inside;Edwards;Duplex;1Story;4;4;1955;1955;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;1440.0;GasA;1440;2;0;4;2;8;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;9;2008;118000;11.678439903447801;9.401621670141608;7.273092595999522;0;53;53;0;133.78;18.36749010883669;12.215583999799044
1504;908204160;RL;74.0;6845;Pave;Inside;Edwards;Duplex;1Story;4;5;1955;1955;Gable;CompShg;WdShing;Wd Shng;TA;Slab;0.0;GasA;1152;2;0;2;2;6;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;7;2008;82500;11.320553572322773;8.83127373772255;0.0;0;53;53;0;107.02;16.51008576735641;11.824813664251836
1505;908225170;RL;56.0;6931;Pave;Inside;Edwards;2fmCon;1Story;4;5;1955;1955;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;784.0;GasA;784;1;0;2;1;4;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;5;2008;91900;11.428456308343778;8.843759381917984;6.665683717782408;0;53;53;0;72.84;16.54929542630518;11.942518378934285
1506;908226120;RL;60.0;12180;Pave;Inside;Edwards;1Fam;1.5Fin;5;7;1938;2007;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;585.0;GasA;1053;1;1;2;1;5;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;1;2008;120000;11.695247021764184;9.407550541263888;6.373319789577012;0;70;1;1;97.83;18.387527607970615;12.233961716702497
1507;908250040;RL;57.0;8050;Pave;Inside;Edwards;1Fam;1.5Fin;5;8;1947;1993;Gable;CompShg;MetalSd;MetalSd;TA;Slab;0.0;GasA;1137;1;1;4;1;8;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;4;2008;96000;11.472103470449973;8.99342737041261;0.0;0;61;15;1;105.63;17.024277452219756;11.99015807290535
1508;908250090;RL;68.0;9520;Pave;Inside;Edwards;1Fam;1Story;4;5;1953;1953;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;911.0;GasA;930;1;0;2;1;5;0;Attchd;1953.0;1.0;286.0;0;MnPrv;Gar2;3000;5;2008;99000;11.502875129116727;9.161150127785412;6.815639990074331;0;55;55;0;86.4;17.567610720601664;12.023754058441027
