Order;PID;MS Zoning;Lot Frontage;Lot Area;Street;Lot Config;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Exter Qual;Foundation;Total Bsmt SF;Heating;1st Flr SF;2nd Flr SF;Gr Liv Area;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;TotRms AbvGrd;Fireplaces;Garage Type;Garage Yr Blt;Garage Cars;Garage Area;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;Pool Area;Fence;Misc Feature;Misc Val;Mo Sold;Yr Sold;SalePrice
1407;905425125;RL;75.0;45600;Pave;Inside;ClearCr;1Fam;1.5Fin;6;8;1908;1997;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;907.0;GasA;1307;1051;2358;3;0;5;1;10;1;Detchd;1908.0;2.0;360.0;40;0;0;175;0;;;0;9;2008;240000
1408;905426030;RL;85.0;19550;Pave;Inside;Edwards;1Fam;1Story;5;7;1940;2007;Flat;Tar&Grv;PreCast;PreCast;TA;PConc;1580.0;GasA;1518;0;1518;1;0;2;1;5;2;;;0.0;0.0;39;0;0;0;0;;;0;1;2008;260000
1409;905427050;RL;66.0;21780;Pave;Inside;Edwards;1Fam;1.5Fin;6;7;1918;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;1163.0;GasA;1163;511;1674;2;0;4;1;8;1;Detchd;1955.0;2.0;396.0;36;0;0;144;0;;;0;7;2008;185000
1410;905427070;RL;120.0;13728;Pave;Corner;Edwards;1Fam;2Story;6;7;1935;1986;Hip;CompShg;Stucco;Stucco;TA;CBlock;1127.0;GasA;1236;872;2108;2;0;4;1;7;2;Basment;1935.0;2.0;540.0;0;0;0;90;0;;;0;7;2008;235000
1411;905451330;RL;68.0;9571;Pave;Inside;Edwards;1Fam;1Story;5;6;1956;1956;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1509.0;GasA;1509;0;1509;1;0;3;1;6;1;Attchd;1956.0;1.0;322.0;0;0;0;576;0;MnPrv;;0;7;2008;159900
1412;905452070;RL;50.0;9350;Pave;Inside;Edwards;Duplex;SFoyer;5;5;1975;1975;Gable;CompShg;HdBoard;HdBoard;TA;PConc;864.0;GasA;864;0;864;1;0;2;1;4;0;;;0.0;0.0;0;0;0;0;0;;;0;4;2008;99600
1413;905452120;RL;50.0;9360;Pave;Corner;Edwards;1Fam;2Story;6;8;1962;2001;Gable;CompShg;VinylSd;VinylSd;Gd;CBlock;621.0;GasA;621;648;1269;1;1;3;1;7;0;Detchd;1962.0;1.0;280.0;236;0;0;0;0;GdWo;;0;11;2008;134500
1414;905476120;RL;50.0;8405;Pave;Inside;Edwards;1Fam;1.5Fin;5;8;1900;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;861.0;GasA;961;406;1367;1;0;4;1;7;0;Detchd;1978.0;1.0;384.0;130;112;0;0;0;MnPrv;;0;4;2008;119000
1415;905477050;RL;70.0;7000;Pave;Inside;Edwards;2fmCon;2Story;5;7;1910;1991;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1117.0;GasA;820;527;1347;1;0;3;1;5;0;;;0.0;0.0;0;148;0;0;0;;;0;1;2008;107500
1416;905479110;RL;68.0;10880;Pave;Inside;Edwards;2fmCon;1Story;5;5;1950;1950;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1164.0;GasW;1164;0;1164;1;0;3;1;5;0;Detchd;1950.0;1.0;240.0;48;0;0;0;0;;;0;8;2008;125000
1417;905480150;RL;60.0;9600;Pave;Corner;Edwards;1Fam;1.5Fin;6;5;1924;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;572.0;Grav;572;524;1096;1;0;2;1;5;0;;;0.0;0.0;8;128;0;0;0;;;0;4;2008;79000
1418;905480240;RL;60.0;9084;Pave;Inside;Edwards;1Fam;1.5Fin;5;6;1941;1950;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;616.0;GasA;616;495;1111;1;0;3;1;5;0;Detchd;1941.0;1.0;200.0;0;0;0;0;0;;;0;3;2008;95000
1419;906204150;RL;86.0;11839;Pave;Inside;SawyerW;1Fam;2Story;7;5;1990;1990;Hip;CompShg;HdBoard;HdBoard;TA;PConc;1475.0;GasA;1532;797;2329;2;1;4;1;10;1;Attchd;1990.0;2.0;514.0;121;0;0;0;0;;;0;5;2008;262280
1420;906204280;RL;;9771;Pave;Corner;SawyerW;1Fam;2Story;6;5;1995;2002;Gable;CompShg;HdBoard;HdBoard;Gd;PConc;1077.0;GasA;1093;1721;2814;2;1;4;1;9;1;BuiltIn;1995.0;2.0;614.0;32;0;0;216;0;GdPrv;;0;6;2008;260000
1421;906223110;RL;80.0;9938;Pave;Inside;SawyerW;1Fam;1Story;7;5;1994;1994;Gable;CompShg;HdBoard;HdBoard;Gd;PConc;1602.0;GasA;1626;0;1626;2;1;3;1;7;1;Attchd;1994.0;2.0;534.0;40;0;0;0;0;;;0;4;2008;226500
1422;906223140;RL;;14171;Pave;CulDSac;SawyerW;1Fam;2Story;7;5;1993;1994;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;812.0;GasA;1101;1099;2200;2;1;4;1;9;1;Attchd;1993.0;2.0;453.0;98;0;0;0;0;;;0;12;2008;225000
1423;906223220;RL;85.0;10541;Pave;Corner;SawyerW;1Fam;SLvl;7;5;1996;1996;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;672.0;GasA;1302;735;2037;2;1;3;1;8;1;Attchd;1996.0;2.0;472.0;33;0;0;0;0;;;0;2;2008;229000
1424;906378190;RL;65.0;10616;Pave;Inside;CollgCr;1Fam;2Story;7;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;628.0;GasA;628;728;1356;2;1;3;1;6;1;BuiltIn;2007.0;2.0;484.0;24;0;0;0;0;;;0;3;2008;177439
1425;906380030;RL;65.0;9345;Pave;Inside;CollgCr;1Fam;1Story;8;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1615.0;GasA;1615;0;1615;2;0;3;1;7;1;Attchd;2007.0;3.0;864.0;30;0;0;0;0;;;0;5;2008;248500
1426;906412010;RL;91.0;11778;Pave;Inside;CollgCr;1Fam;1Story;9;5;2008;2008;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;2271.0;GasA;2276;0;2276;2;0;3;1;7;2;Attchd;2008.0;3.0;1348.0;0;70;0;255;0;;;0;6;2008;475000
1427;906412050;RL;91.0;11778;Pave;Inside;CollgCr;1Fam;1Story;9;5;2008;2008;Hip;CompShg;VinylSd;VinylSd;Ex;PConc;1751.0;GasA;1766;0;1766;2;1;3;1;8;2;Attchd;2008.0;3.0;874.0;36;0;0;0;0;;;0;12;2008;395039
1428;906420130;RL;59.0;11228;Pave;CulDSac;SawyerW;1Fam;2Story;7;5;1993;1993;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1080.0;GasA;1080;1017;2097;2;1;3;1;9;1;Attchd;1993.0;3.0;678.0;187;0;0;0;0;;;0;12;2008;228000
1429;906424010;RL;;11454;Pave;Corner;SawyerW;1Fam;SLvl;8;5;1995;1995;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1401.0;GasA;1511;0;1511;2;0;3;1;6;1;Attchd;1995.0;3.0;811.0;42;0;0;0;0;;;0;2;2008;225000
1430;906475100;RL;;11500;Pave;CulDSac;ClearCr;1Fam;1Story;6;6;1966;1966;Flat;Tar&Grv;Plywood;Plywood;TA;CBlock;1182.0;GasA;1643;0;1643;2;0;2;1;6;1;Attchd;1966.0;2.0;438.0;0;0;0;0;0;;;0;3;2008;195000
1431;906476030;RL;79.0;12798;Pave;Inside;ClearCr;1Fam;2Story;6;5;1997;1997;Gable;CompShg;VinylSd;VinylSd;TA;PConc;616.0;GasA;616;1072;1688;2;1;4;1;8;0;Attchd;1997.0;2.0;603.0;114;185;0;0;0;;Shed;400;5;2008;200000
1432;907126030;RL;65.0;9750;Pave;Inside;CollgCr;1Fam;1Story;5;7;1994;1994;Gable;CompShg;VinylSd;VinylSd;TA;PConc;990.0;GasA;990;0;990;1;0;3;1;5;0;Detchd;1997.0;2.0;528.0;0;0;0;0;0;;;0;8;2008;155000
1433;907135020;RL;75.0;9525;Pave;Inside;CollgCr;1Fam;1Story;5;6;1995;2006;Gable;CompShg;VinylSd;VinylSd;TA;PConc;1099.0;GasA;1099;0;1099;1;1;3;1;6;0;Attchd;1999.0;1.0;352.0;0;0;0;0;0;;;0;6;2008;144000
1434;907135260;RL;57.0;9245;Pave;Inside;CollgCr;1Fam;1Story;5;5;1994;1995;Gable;CompShg;VinylSd;VinylSd;TA;PConc;990.0;GasA;990;0;990;1;0;3;1;5;0;Detchd;1996.0;2.0;672.0;0;0;0;0;0;;;0;2;2008;145000
1435;907175080;RL;;8696;Pave;Inside;CollgCr;1Fam;1Story;7;5;1997;1998;Gable;CompShg;VinylSd;VinylSd;TA;PConc;1418.0;GasA;1418;0;1418;2;0;3;1;5;1;Attchd;1997.0;2.0;558.0;110;0;0;0;0;;;0;5;2008;226001
1436;907176010;RL;;13142;Pave;Corner;CollgCr;1Fam;2Story;6;5;1997;1997;Gable;CompShg;VinylSd;VinylSd;TA;PConc;864.0;GasA;872;899;1771;2;1;3;1;6;0;Attchd;1997.0;2.0;600.0;96;0;0;0;0;;;0;7;2008;215700
1437;907181120;RL;68.0;8998;Pave;Inside;CollgCr;1Fam;2Story;7;5;2000;2000;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;782.0;GasA;782;870;1652;2;1;3;1;6;0;Attchd;2000.0;2.0;532.0;70;0;0;0;0;;;0;6;2008;207500
1438;907181140;RL;68.0;9179;Pave;Inside;CollgCr;1Fam;2Story;7;5;1999;1999;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;873.0;GasA;882;908;1790;2;1;3;1;7;0;Attchd;1999.0;2.0;588.0;88;0;0;0;0;;;0;6;2008;193000
1439;907187030;RL;57.0;8924;Pave;CulDSac;CollgCr;1Fam;2Story;7;5;1998;1999;Gable;CompShg;VinylSd;VinylSd;TA;PConc;880.0;GasA;880;844;1724;2;1;3;1;8;0;Attchd;1998.0;2.0;527.0;155;0;0;0;0;;;0;7;2008;188000
1440;907187080;RL;93.0;9382;Pave;CulDSac;CollgCr;1Fam;1Story;7;5;1999;2000;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1468.0;GasA;1479;0;1479;2;0;3;1;6;0;Attchd;1999.0;2.0;577.0;25;0;0;0;0;;;0;7;2008;191000
1441;907192130;RL;88.0;12803;Pave;Inside;CollgCr;1Fam;1Story;7;5;2002;2002;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1494.0;GasA;1494;0;1494;2;0;3;1;6;1;Attchd;2002.0;2.0;530.0;36;0;0;0;0;;;0;9;2008;221000
1442;907194020;RL;80.0;12435;Pave;Inside;CollgCr;1Fam;2Story;7;5;2001;2001;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;963.0;GasA;963;829;1792;2;1;3;1;7;1;Attchd;2001.0;2.0;564.0;96;0;245;0;0;;;0;5;2008;231500
1443;907196040;RL;75.0;12192;Pave;Inside;CollgCr;1Fam;2Story;7;5;2000;2001;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;928.0;GasA;928;895;1823;2;1;3;1;6;0;Attchd;2000.0;2.0;626.0;36;0;0;0;0;;Shed;4500;5;2008;235000
1444;907196050;RL;68.0;11250;Pave;Inside;CollgCr;1Fam;2Story;7;5;2001;2002;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;920.0;GasA;920;866;1786;2;1;3;1;6;1;Attchd;2001.0;2.0;608.0;42;0;0;0;0;;;0;9;2008;223500
1445;907200110;RL;;9200;Pave;CulDSac;CollgCr;1Fam;1Story;5;6;1975;1980;Hip;CompShg;VinylSd;VinylSd;TA;CBlock;938.0;GasA;938;0;938;1;0;3;1;5;0;Detchd;1977.0;1.0;308.0;0;0;0;0;0;MnPrv;;0;7;2008;130250
1446;907201060;RL;65.0;8385;Pave;Inside;CollgCr;1Fam;SLvl;5;8;1977;1977;Gable;CompShg;HdBoard;HdBoard;Gd;CBlock;985.0;GasA;985;0;985;2;0;3;1;6;0;Attchd;1977.0;1.0;328.0;0;0;0;0;0;;;0;11;2008;149900
1447;907202010;RL;;12250;Pave;Inside;CollgCr;1Fam;1Story;5;6;1978;1978;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;864.0;GasA;1174;0;1174;1;0;3;1;5;0;Attchd;1978.0;2.0;528.0;0;280;0;0;0;;;0;5;2008;158000
1448;907202160;RL;;10970;Pave;Inside;CollgCr;1Fam;SLvl;6;6;1978;1978;Gable;CompShg;Plywood;HdBoard;TA;CBlock;940.0;GasA;1026;0;1026;1;0;3;1;5;0;Detchd;1981.0;2.0;576.0;0;34;0;0;0;MnPrv;;0;10;2008;147000
1449;907202190;RL;;9216;Pave;Inside;CollgCr;1Fam;1Story;5;6;1975;1975;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1076.0;GasA;1076;0;1076;1;1;3;1;5;1;Detchd;1985.0;2.0;576.0;0;0;0;0;0;MnPrv;;0;9;2008;143195
1450;907202240;RL;40.0;14330;Pave;CulDSac;CollgCr;1Fam;1Story;5;6;1975;2001;Gable;CompShg;Plywood;Wd Sdng;TA;CBlock;864.0;GasA;1558;0;1558;2;0;2;1;5;0;Attchd;1975.0;2.0;440.0;0;239;0;227;0;;;0;8;2008;163000
1451;907203090;RL;88.0;7990;Pave;Inside;CollgCr;1Fam;1Story;5;6;1975;1975;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;924.0;GasA;924;0;924;1;0;3;1;5;0;Detchd;1981.0;1.0;280.0;0;0;0;0;0;MnPrv;;0;4;2008;110000
1452;907227050;RL;60.0;7180;Pave;Inside;CollgCr;1Fam;1Story;5;7;1972;1972;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;864.0;GasA;864;0;864;1;0;3;1;5;0;Detchd;1989.0;1.0;352.0;0;0;0;0;0;;;0;5;2008;127000
1453;907227300;RL;60.0;7200;Pave;Inside;CollgCr;1Fam;1Story;5;7;1972;1972;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;780.0;GasA;780;0;780;1;0;2;1;4;0;Detchd;1973.0;1.0;352.0;0;0;0;0;0;MnPrv;;0;1;2008;124900
1454;907250020;RL;75.0;9742;Pave;Inside;CollgCr;1Fam;1Story;8;5;2002;2002;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1777.0;GasA;1795;0;1795;2;0;3;1;7;1;Attchd;2002.0;2.0;534.0;159;0;0;0;0;;;0;9;2008;230000
1455;907251090;RL;75.0;9473;Pave;Inside;CollgCr;1Fam;2Story;8;5;2002;2002;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1128.0;GasA;1128;903;2031;2;1;3;1;7;1;Attchd;2002.0;2.0;577.0;211;0;0;0;0;;;0;3;2008;237000
1456;907253060;RL;;10316;Pave;Inside;CollgCr;1Fam;2Story;7;5;2000;2000;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;992.0;GasA;992;873;1865;2;1;3;1;7;1;Attchd;2000.0;3.0;839.0;184;0;0;0;0;;;0;6;2008;235000
1457;907253110;RL;;10400;Pave;Inside;CollgCr;1Fam;2Story;7;5;2001;2001;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1257.0;GasA;1290;871;2161;2;1;3;1;8;1;Attchd;2001.0;2.0;570.0;84;0;0;0;0;;;0;6;2008;230500
1458;907254020;RL;73.0;9066;Pave;Inside;CollgCr;1Fam;2Story;8;5;1999;2000;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1004.0;GasA;1004;848;1852;2;1;3;1;7;2;Attchd;1999.0;3.0;660.0;106;0;0;0;0;GdPrv;;0;12;2008;230000
1459;907254090;RL;75.0;11404;Pave;Inside;CollgCr;1Fam;2Story;7;5;1998;1999;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1153.0;GasA;1153;878;2031;2;1;3;1;8;1;Attchd;1998.0;2.0;541.0;84;0;0;0;0;;;0;7;2008;222500
1460;907255020;RL;;9240;Pave;Inside;CollgCr;1Fam;2Story;8;5;2001;2002;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1055.0;GasA;1055;1208;2263;2;1;3;1;7;1;BuiltIn;2001.0;2.0;905.0;45;0;0;189;0;;;0;9;2008;287000
1461;907255030;RL;;9720;Pave;CulDSac;CollgCr;1Fam;2Story;9;5;2001;2002;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1357.0;GasA;1366;581;1947;2;1;3;1;7;1;BuiltIn;2001.0;3.0;725.0;116;0;0;0;0;;;0;1;2008;274000
1462;907255060;RL;;14860;Pave;CulDSac;CollgCr;1Fam;1Story;8;5;2002;2003;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1778.0;GasA;1786;0;1786;2;0;3;1;6;1;Attchd;2002.0;3.0;715.0;35;0;0;0;0;;;0;6;2008;300000
1463;907260010;RL;;11250;Pave;Corner;CollgCr;1Fam;2Story;8;5;2002;2002;Gable;CompShg;CemntBd;CmentBd;Gd;PConc;1128.0;GasA;1149;1141;2290;2;1;4;1;9;1;Attchd;2002.0;2.0;779.0;0;0;0;0;0;;;0;5;2008;255900
1464;907262030;RL;65.0;8158;Pave;Inside;CollgCr;1Fam;2Story;7;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;884.0;GasA;884;884;1768;2;1;3;1;8;0;Attchd;2003.0;2.0;543.0;63;0;0;0;0;;;0;7;2008;224900
1465;907262060;RL;41.0;10905;Pave;CulDSac;CollgCr;1Fam;2Story;7;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1129.0;GasA;1129;1198;2327;2;1;4;1;9;1;BuiltIn;2003.0;2.0;596.0;57;0;0;0;0;;;0;8;2008;240000
1466;907262070;RL;72.0;7226;Pave;CulDSac;CollgCr;1Fam;2Story;7;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;798.0;GasA;798;842;1640;2;1;3;1;6;0;Attchd;2003.0;2.0;595.0;45;0;0;0;0;;;0;6;2008;183000
1467;907265100;RL;96.0;11690;Pave;Inside;CollgCr;1Fam;2Story;8;5;1999;2000;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;850.0;GasA;886;878;1764;2;1;3;1;7;1;Attchd;1999.0;2.0;560.0;29;0;0;0;0;;;0;6;2008;207000
1468;907285080;RL;70.0;8750;Pave;Inside;CollgCr;1Fam;2Story;7;5;1994;1995;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;915.0;GasA;933;975;1908;2;1;4;1;8;1;Attchd;1994.0;2.0;493.0;133;0;0;0;0;;;0;7;2008;210000
1469;907290150;RM;37.0;4435;Pave;Inside;CollgCr;TwnhsE;1Story;6;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;848.0;GasA;848;0;848;1;0;1;1;3;0;Attchd;2003.0;2.0;420.0;0;0;0;0;0;;;0;3;2008;136500
1470;907290250;RM;;4426;Pave;Inside;CollgCr;TwnhsE;1Story;6;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;848.0;GasA;848;0;848;1;0;1;1;3;0;Attchd;2004.0;2.0;420.0;0;0;0;0;0;;;0;2;2008;145000
1471;907295020;RL;75.0;13125;Pave;Inside;CollgCr;1Fam;1Story;6;5;1997;1998;Gable;CompShg;VinylSd;VinylSd;TA;PConc;1478.0;GasA;1493;0;1493;2;0;3;1;7;1;Attchd;1997.0;2.0;508.0;39;0;0;0;0;;;0;4;2008;208900
1472;907295100;RM;83.0;10126;Pave;Corner;CollgCr;Duplex;SFoyer;6;5;1997;1998;Gable;CompShg;VinylSd;VinylSd;TA;PConc;1838.0;GasA;1838;0;1838;2;0;2;2;8;0;Attchd;1998.0;3.0;721.0;67;0;0;0;0;;;0;7;2008;185000
1473;907405020;RL;70.0;9135;Pave;Inside;CollgCr;1Fam;1Story;7;5;2002;2003;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1536.0;GasA;1536;0;1536;2;0;3;1;7;0;Attchd;2002.0;2.0;532.0;74;0;0;0;0;;;0;12;2008;214000
1474;907405140;RL;65.0;8450;Pave;Inside;CollgCr;1Fam;2Story;7;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;856.0;GasA;856;854;1710;2;1;3;1;8;0;Attchd;2003.0;2.0;548.0;61;0;0;0;0;;;0;2;2008;208500
1475;907412040;RL;75.0;9750;Pave;Inside;CollgCr;1Fam;1Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1445.0;GasA;1445;0;1445;2;0;3;1;6;0;Attchd;2004.0;2.0;470.0;35;0;0;0;0;;;0;6;2008;186500
1476;907412070;RL;65.0;8450;Pave;Inside;CollgCr;1Fam;1Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1436.0;GasA;1436;0;1436;2;0;3;1;8;0;Attchd;2004.0;2.0;484.0;98;0;0;0;0;;;0;4;2008;210000
1477;907412080;RL;64.0;8320;Pave;Inside;CollgCr;1Fam;2Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;770.0;GasA;770;812;1582;2;1;3;1;6;0;Attchd;2004.0;2.0;520.0;45;0;0;0;0;;;0;9;2008;185900
1478;907412090;RL;85.0;11049;Pave;Corner;CollgCr;1Fam;1Story;8;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1234.0;GasA;1234;0;1234;2;0;3;1;7;0;Attchd;2007.0;2.0;484.0;30;0;0;0;0;;;0;1;2008;179900
1479;907418010;RL;85.0;11058;Pave;Corner;CollgCr;1Fam;1Story;7;6;2007;2007;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1564.0;GasA;1564;0;1564;2;0;3;1;6;0;Attchd;2007.0;3.0;814.0;24;0;0;0;0;;;0;2;2008;218836
1480;907418040;RL;74.0;9627;Pave;Inside;CollgCr;1Fam;1Story;7;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1351.0;GasA;1361;0;1361;2;0;3;1;6;0;Attchd;2007.0;2.0;610.0;50;0;0;0;0;;;0;6;2008;193000
1481;907420080;RL;63.0;8199;Pave;Inside;CollgCr;1Fam;2Story;7;5;2005;2005;Gable;CompShg;WdShing;Wd Shng;Gd;PConc;728.0;GasA;728;728;1456;2;1;3;1;7;1;Attchd;2005.0;2.0;410.0;18;0;0;0;0;;;0;10;2008;189000
1482;907425010;RM;;4426;Pave;Inside;CollgCr;TwnhsE;1Story;6;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;848.0;GasA;848;0;848;1;0;1;1;3;1;Attchd;2004.0;2.0;420.0;0;0;0;0;0;;;0;5;2008;149300
1483;907425015;RM;;4426;Pave;Inside;CollgCr;TwnhsE;1Story;6;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;848.0;GasA;848;0;848;1;0;1;1;3;1;Attchd;2004.0;2.0;420.0;0;0;0;0;0;;;0;5;2008;141000
1484;907425030;RM;;4438;Pave;Inside;CollgCr;TwnhsE;1Story;6;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;848.0;GasA;848;0;848;1;0;1;1;3;1;Attchd;2004.0;2.0;420.0;0;0;0;0;0;;;0;1;2008;149000
1485;907425035;RM;;4438;Pave;Inside;CollgCr;TwnhsE;1Story;6;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;848.0;GasA;848;0;848;1;0;1;1;4;1;Attchd;2004.0;2.0;420.0;0;0;0;0;0;;;0;6;2008;144500
1486;908102030;RL;67.0;8777;Pave;Inside;Edwards;1Fam;1Story;5;7;1910;1950;Gable;CompShg;MetalSd;Wd Sdng;TA;CBlock;796.0;GasA;796;0;796;1;0;2;1;4;0;;;0.0;0.0;0;164;0;0;0;MnPrv;;0;5;2008;85000
1487;908102040;RL;67.0;8777;Pave;Inside;Edwards;Duplex;1.5Fin;5;7;1900;2003;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1272.0;GasA;1272;928;2200;2;2;4;2;9;0;;;0.0;0.0;70;0;0;0;0;GdPrv;;0;9;2008;145900
1488;908102140;RL;75.0;9825;Pave;Inside;Edwards;1Fam;1Story;5;5;1966;1966;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;1092.0;GasA;1092;0;1092;1;0;3;1;6;0;Attchd;1966.0;1.0;264.0;0;0;0;161;0;MnPrv;;0;4;2008;123000
1489;908102260;RL;75.0;9937;Pave;Inside;Edwards;1Fam;1Story;5;6;1965;1965;Gable;CompShg;HdBoard;HdBoard;Gd;CBlock;1256.0;GasA;1256;0;1256;1;1;3;1;6;0;Attchd;1965.0;1.0;276.0;68;0;0;0;0;;;0;6;2008;147500
1490;908103260;RL;64.0;12102;Pave;Inside;Edwards;1Fam;SFoyer;5;5;1976;1976;Gable;CompShg;HdBoard;Plywood;TA;CBlock;456.0;GasA;1033;0;1033;1;0;3;1;6;0;BuiltIn;1976.0;2.0;504.0;0;0;0;0;0;;;0;4;2008;165000
1491;908103280;RL;65.0;6500;Pave;Inside;Edwards;1Fam;1Story;6;6;1976;1976;Hip;CompShg;HdBoard;Plywood;TA;CBlock;1127.0;GasA;1127;0;1127;1;1;3;1;6;1;Detchd;1991.0;2.0;480.0;0;138;0;0;0;;;0;5;2008;135000
1492;908127120;RL;63.0;13907;Pave;Inside;Edwards;1Fam;1Story;5;6;1940;1969;Gable;CompShg;WdShing;Wd Shng;TA;CBlock;996.0;GasA;996;0;996;1;0;3;1;6;1;;;0.0;0.0;0;0;0;0;0;;;0;7;2008;108000
1493;908128050;RL;90.0;10012;Pave;Inside;Edwards;1Fam;SFoyer;4;5;1972;1972;Gable;CompShg;Plywood;Plywood;TA;CBlock;1138.0;GasA;1181;0;1181;2;0;3;1;6;0;Detchd;1974.0;2.0;588.0;0;180;0;0;0;MnPrv;;0;4;2008;137500
1494;908128110;RL;60.0;6931;Pave;Inside;Edwards;1Fam;2Story;7;5;2003;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;746.0;GasA;760;896;1656;2;1;3;1;7;1;BuiltIn;2003.0;2.0;397.0;128;0;0;0;0;;;0;7;2008;165400
1495;908151040;RL;;9638;Pave;CulDSac;Edwards;1Fam;SLvl;6;6;1977;1977;Hip;CompShg;Plywood;Plywood;TA;CBlock;1029.0;GasA;1117;0;1117;1;0;3;1;6;1;Attchd;1977.0;2.0;542.0;0;0;0;0;0;;;0;11;2008;147000
1496;908152110;RL;72.0;7200;Pave;Inside;Edwards;1Fam;2Story;6;7;1976;2001;Hip;CompShg;Plywood;Plywood;TA;CBlock;684.0;GasA;684;714;1398;1;1;3;1;6;1;Attchd;1976.0;2.0;440.0;0;0;0;0;0;MnPrv;;0;2;2008;160500
1497;908152270;RL;60.0;7024;Pave;Inside;Edwards;1Fam;1Story;4;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;TA;PConc;1132.0;GasA;1132;0;1132;1;1;2;1;5;0;Attchd;2005.0;2.0;451.0;64;0;0;0;0;;;0;6;2008;176000
1498;908154080;RL;123.0;47007;Pave;Inside;Edwards;1Fam;1Story;5;7;1959;1996;Gable;CompShg;Plywood;Plywood;TA;Slab;0.0;GasA;3820;0;3820;3;1;5;1;11;2;Attchd;1959.0;2.0;624.0;372;0;0;0;0;;;0;7;2008;284700
